Lead ID,Age,Gender,Location,Income,Education Level,Number of times contacted,Marketing channel,Campaign effectiveness,Website visits,Time spent on website,Pages viewed,Previous product interactions,Outcome
271,58,Male,New York,78231,High School,18,Social Media,0.9817834626392766,5,55.565218470098905,6,1,1
272,31,Other,Chicago,89359,Ph.D.,10,Social Media,0.9927754676909846,1,48.81493947457388,10,1,0
273,60,Female,New York,45644,Ph.D.,17,Email,0.3235723248889635,10,56.951983473138625,1,0,0
274,20,Female,Houston,89265,Bachelor,13,Email,0.28084835980057554,1,14.556611867932217,7,0,0
275,58,Other,Los Angeles,86132,Bachelor,12,Phone Call,0.64593766607961,5,49.079575877881304,1,1,1
276,56,Female,Chicago,49096,High School,5,Email,0.7037127308288873,7,41.19763164140286,2,1,0
277,26,Female,Chicago,46274,Master,20,Email,0.32239069541244103,5,0.7991228604790024,1,1,1
278,36,Other,Los Angeles,46340,Master,12,Email,0.17977615654897516,4,41.58839805660737,6,1,1
279,30,Female,New York,101950,Master,11,Phone Call,0.5339096086858103,1,2.9283901290329495,9,0,1
280,38,Female,New York,93952,Master,13,Phone Call,0.396055245881474,8,24.966408245585,4,0,1
281,39,Male,Los Angeles,73060,High School,17,Email,0.20869896919136732,5,21.866499611174135,1,1,1
282,49,Other,Houston,99942,Bachelor,11,Email,0.3249073418853311,3,54.177775155910055,9,1,1
283,32,Female,Houston,109723,Master,2,Email,0.33879513847987686,0,26.233550362073657,9,1,1
284,29,Male,Houston,98012,High School,16,Social Media,0.6117292140397578,0,36.392995291382405,4,1,0
285,47,Other,Chicago,61016,High School,5,Email,0.2801185782221678,1,4.071632263991674,8,0,1
286,31,Other,New York,106626,Ph.D.,1,Social Media,0.9834984498210125,0,40.399828145151666,3,1,0
287,63,Male,Los Angeles,91545,Bachelor,14,Email,0.9862932989913753,6,15.279076503332059,9,0,0
288,64,Female,Houston,119704,Ph.D.,9,Email,0.7211817686682509,0,39.54392070710629,2,1,1
289,40,Other,Chicago,56789,Ph.D.,5,Social Media,0.794087641712796,6,3.3475640295162834,5,1,1
290,25,Other,New York,77262,High School,6,Phone Call,0.4317275326344421,10,58.16336428550385,4,1,0
291,29,Female,New York,94955,Master,2,Email,0.9316856570604262,4,32.630798637178394,1,0,1
292,56,Male,New York,101447,Ph.D.,5,Email,0.4656488296143264,10,56.832614993881805,1,1,1
293,29,Female,Chicago,33379,Bachelor,3,Phone Call,0.38464414916197265,10,45.4218127349216,1,0,0
294,59,Male,Chicago,33662,High School,9,Social Media,0.20566345054132074,6,10.128085938234346,3,0,1
295,54,Female,Houston,106893,Bachelor,5,Phone Call,0.968160004262262,5,34.69399754506137,10,0,0
296,32,Female,Houston,112163,Bachelor,10,Email,0.9212663451930306,10,53.44954668644913,8,1,1
297,60,Other,Chicago,67064,Ph.D.,5,Social Media,0.4960694875671584,6,4.691659843962313,1,0,1
298,55,Male,Los Angeles,53028,Bachelor,5,Email,0.022901805863320912,10,19.770293652838898,9,0,1
299,57,Other,New York,84274,High School,4,Social Media,0.05661275673842214,9,41.5083023731769,6,0,1
300,49,Other,Chicago,79174,Master,16,Email,0.5501990276502745,2,20.779522866504983,6,1,0
301,37,Other,Los Angeles,85193,High School,17,Social Media,0.9734216057032385,7,27.10285923936717,1,0,1
302,49,Other,Houston,39984,Ph.D.,19,Email,0.086236597886443,2,44.36336680723617,8,0,1
303,35,Female,Los Angeles,73238,Bachelor,5,Email,0.8945910101966266,1,18.086019105162432,4,0,1
304,54,Other,Los Angeles,74274,Ph.D.,5,Email,0.04881852163219058,9,45.73671648081161,8,1,1
305,31,Other,Chicago,34481,Bachelor,9,Phone Call,0.7250397056721058,0,26.70234016300651,8,1,1
306,50,Other,Houston,60099,Master,13,Phone Call,0.5811977320085838,9,51.16447636991138,6,0,1
307,30,Male,New York,43239,Ph.D.,10,Email,0.6228832192579989,8,5.526871807577134,8,0,0
308,26,Female,Los Angeles,66865,High School,9,Social Media,0.307103103508253,6,42.1394810722152,6,1,0
309,47,Other,Houston,95201,Master,1,Phone Call,0.5118922128535487,8,4.404531339813049,4,0,0
310,62,Female,Houston,32505,Ph.D.,12,Social Media,0.3518006215549394,9,20.30359994080671,7,1,1
311,56,Male,Los Angeles,91959,Master,12,Social Media,0.8175022188991015,6,58.328282361427306,2,1,1
312,61,Female,Los Angeles,40170,Ph.D.,3,Social Media,0.8915864089032951,6,52.916769861689424,1,0,1
313,27,Other,Los Angeles,63177,Ph.D.,17,Email,0.5121103541719864,4,57.52562209931676,3,0,1
314,51,Female,Chicago,92333,Master,20,Phone Call,0.7849836236224665,1,36.34933189816708,9,0,1
315,59,Female,New York,69761,Ph.D.,6,Social Media,0.7921266048212484,0,50.62368434704792,9,1,0
316,61,Other,Los Angeles,69463,Ph.D.,4,Phone Call,0.41849245694347104,5,31.912744514328082,4,1,0
317,59,Female,Houston,82845,Ph.D.,17,Email,0.7526384585881721,10,6.211869649868953,3,0,1
318,47,Male,New York,79592,High School,3,Email,0.8049838989683488,2,6.802557793532326,8,1,1
319,19,Other,New York,88677,High School,18,Social Media,0.5668817529663479,1,58.240025115408834,8,0,0
320,28,Male,New York,59432,High School,12,Email,0.5767802295644271,4,3.7701904639480044,6,1,1
321,24,Male,Houston,41521,Master,13,Social Media,0.5013526767151962,5,40.05404103728726,10,0,0
322,32,Female,Houston,51190,Ph.D.,11,Email,0.8279849778357864,7,16.191663821204752,6,0,1
323,40,Other,Chicago,103376,Master,18,Social Media,0.4259398246863665,8,56.09955338430909,3,0,1
324,60,Female,Houston,108460,Ph.D.,13,Phone Call,0.9069529646973326,6,44.33437217161168,9,0,0
325,39,Other,Los Angeles,66518,Bachelor,5,Email,0.059434850325930766,3,5.249817490104478,1,1,1
326,60,Other,Houston,75624,Master,14,Phone Call,0.7264022173944478,4,56.70432868950406,2,1,1
327,65,Male,Houston,103807,High School,19,Email,0.06553086657134743,0,21.91761226920207,4,0,1
328,32,Male,Los Angeles,66054,Master,12,Phone Call,0.8868078925742399,4,54.309311966915665,5,0,1
329,51,Other,Los Angeles,87725,Bachelor,6,Email,0.43015775421440317,7,45.49348666307481,3,1,1
330,38,Female,Los Angeles,33741,Ph.D.,17,Social Media,0.0555015951842277,4,25.742212215052106,6,0,0
331,28,Other,Houston,45008,Master,5,Social Media,0.8180964551555039,9,6.018886686782913,4,1,0
332,57,Male,New York,103546,Bachelor,6,Social Media,0.946662869460421,1,22.005324836392752,1,1,0
333,43,Male,Los Angeles,100416,Ph.D.,5,Email,0.6982364284198271,4,10.13717777601707,3,1,0
334,30,Male,Los Angeles,110857,High School,18,Phone Call,0.590969664557138,6,3.5313091959852594,10,0,0
335,24,Female,Los Angeles,77185,Bachelor,16,Phone Call,0.6759470740525464,9,40.33177200000489,8,1,1
336,33,Female,Houston,115129,Bachelor,20,Social Media,0.23041209752538372,7,8.37170550202096,2,0,1
337,42,Other,Los Angeles,88440,Ph.D.,17,Phone Call,0.24848608793452043,10,33.1908622789548,2,1,1
338,19,Female,Chicago,109167,Ph.D.,2,Phone Call,0.7244653716730612,9,13.964828025155242,5,0,0
339,47,Other,Houston,79002,Bachelor,12,Email,0.5526054613055033,3,34.948926373606255,1,1,1
340,22,Female,New York,95148,Ph.D.,1,Email,0.5266654984647611,7,19.492265650958675,1,1,1
341,47,Female,Los Angeles,92357,High School,2,Email,0.5248891381086057,8,7.443926621656852,4,0,0
342,55,Female,Chicago,99745,High School,7,Social Media,0.36607013487640694,6,33.456687078802275,9,0,1
343,52,Other,New York,45554,Bachelor,1,Social Media,0.3451830063378335,3,2.532185621876011,5,1,1
344,23,Female,New York,50415,Ph.D.,4,Phone Call,0.7099294138788833,1,5.037923218914595,1,0,0
345,54,Female,Chicago,37218,Master,20,Social Media,0.34124236968907995,3,33.17155541948752,4,0,0
346,60,Other,Chicago,77696,Bachelor,17,Email,0.7579901749417002,4,35.9452480333203,5,1,0
347,59,Male,Houston,36971,Master,20,Phone Call,0.2846984091675311,3,51.162984101280145,8,0,0
348,18,Male,Houston,35642,High School,6,Phone Call,0.6466681734698813,2,32.39192200901354,5,0,0
349,55,Female,New York,61151,High School,14,Phone Call,0.7887854975358103,3,48.73702580288254,4,1,1
350,60,Female,Chicago,69205,High School,8,Phone Call,0.12486976878636502,3,29.218218110438855,5,1,1
351,26,Other,Chicago,96887,High School,15,Social Media,0.3952205400746017,2,15.84782410493504,6,0,1
352,64,Male,Houston,74577,High School,12,Phone Call,0.6319932639331945,4,5.126896523974567,4,1,1
353,47,Female,Houston,87601,Bachelor,2,Phone Call,0.42164067189256493,3,10.50814500340376,10,1,0
354,19,Female,New York,110367,Bachelor,14,Email,0.6071522298974767,0,34.46765809402553,3,0,0
355,45,Male,Chicago,39036,High School,12,Phone Call,0.0976595546433352,8,32.45159110928421,5,0,1
356,34,Female,New York,57476,High School,6,Email,0.9813251300316159,0,52.39201117342886,2,1,1
357,41,Female,Houston,53720,High School,3,Social Media,0.5151854993325794,4,3.2766318412509787,9,1,0
358,55,Male,Chicago,74894,Master,2,Social Media,0.08337358619146962,10,27.99974082778751,9,0,1
359,43,Other,Houston,84678,High School,4,Social Media,0.5636417057605512,7,8.960637403795896,1,0,1
360,36,Male,Chicago,83464,Master,4,Email,0.302592190183125,6,14.956246443455374,2,0,0
361,23,Male,New York,94270,Master,15,Phone Call,0.07758704229473523,0,33.08315442718941,6,1,1
362,44,Other,Houston,34919,Bachelor,19,Phone Call,0.3048843572964437,7,0.8964573706464707,6,0,1
363,29,Male,Chicago,41330,Master,2,Social Media,0.9270385533848736,3,36.89470881022168,9,0,1
364,32,Female,New York,60295,High School,5,Email,0.9794326479018917,4,0.729932920815386,4,0,0
365,52,Other,Los Angeles,112395,Bachelor,7,Phone Call,0.9727673987394413,6,23.393537192965994,7,1,0
366,31,Female,Houston,65590,High School,3,Social Media,0.6220455187785349,4,2.5434648579549157,1,0,1
367,30,Other,Chicago,93677,Ph.D.,13,Phone Call,0.13792874088365892,10,9.554561129779316,9,1,1
368,47,Female,Chicago,68502,High School,2,Phone Call,0.5497148556121001,1,47.20180649618901,5,1,0
369,45,Female,Chicago,89030,Bachelor,13,Phone Call,0.3634398342696066,3,39.170792217625625,7,1,1
370,44,Female,Los Angeles,59071,Master,7,Phone Call,0.32711765202647314,2,55.7114278417925,10,1,1
371,19,Female,Los Angeles,104153,Bachelor,6,Phone Call,0.7385489490886992,1,10.551257229530833,2,1,1
372,31,Female,Los Angeles,80122,Master,2,Phone Call,0.46370169733276956,9,9.695770662765614,2,0,1
373,58,Other,Chicago,74490,Ph.D.,10,Email,0.11017721707849204,1,48.6419924519488,2,0,1
374,59,Other,Chicago,36316,Ph.D.,7,Phone Call,0.005499424228909033,9,19.581876210591723,9,0,1
375,23,Female,New York,90442,Master,9,Phone Call,0.16984597518224642,6,17.0237967778059,3,1,1
376,44,Other,New York,81684,Ph.D.,20,Social Media,0.8950570207318358,6,39.768007560430945,6,1,1
377,27,Male,Los Angeles,97753,High School,3,Email,0.38367976149969674,4,8.271159938458458,6,0,0
378,65,Other,Los Angeles,73891,High School,12,Phone Call,0.33225115381070136,7,54.01364443284708,7,1,0
379,20,Female,Chicago,52729,High School,10,Social Media,0.5446305723770001,10,15.286526959881446,7,0,1
380,19,Other,Houston,62904,Bachelor,17,Email,0.6945249085262799,8,38.509626724054144,3,1,1
381,58,Female,Los Angeles,31409,Ph.D.,19,Email,0.7990473307436947,10,11.972313275570398,5,1,1
382,65,Male,Los Angeles,76913,Bachelor,1,Email,0.6190404024336662,10,20.224057253625986,4,0,1
383,46,Female,New York,69118,High School,14,Email,0.9137201873145556,9,40.863411015523795,4,0,0
384,27,Female,Chicago,37510,Bachelor,16,Email,0.006154976645805776,3,54.830858999075446,8,1,1
385,25,Other,Chicago,67083,Ph.D.,12,Phone Call,0.1789461392095154,1,24.392882160766007,5,1,0
386,36,Male,Chicago,56158,Bachelor,5,Email,0.6251902168091219,10,38.64467786104173,3,0,0
387,50,Female,Houston,99229,Bachelor,8,Phone Call,0.29388114862803116,3,56.55611246166574,6,1,0
388,41,Male,New York,73066,Master,15,Email,0.054381915654584834,7,12.990929438913653,3,1,0
389,33,Other,Houston,113743,Ph.D.,7,Social Media,0.019872650346370535,4,20.814135302817714,1,1,1
390,35,Other,Chicago,78325,Ph.D.,12,Phone Call,0.5128753520006443,5,22.02893062851225,5,1,0
391,29,Female,Houston,31554,Master,3,Phone Call,0.7255112781081436,5,19.608578271389007,7,0,1
392,64,Female,Los Angeles,94332,Master,13,Phone Call,0.3040297019411766,7,0.30686467578729726,9,0,1
393,65,Male,New York,99143,Bachelor,12,Social Media,0.950332900355515,0,26.482122220137466,7,0,1
394,25,Female,Los Angeles,30984,Ph.D.,18,Social Media,0.43708318643286226,2,42.86677627856379,1,1,0
395,30,Female,Houston,31132,Master,4,Phone Call,0.8884740281723283,3,57.67531662151528,4,0,1
396,33,Male,New York,35029,Bachelor,6,Phone Call,0.046715859517512226,3,1.259664778254772,6,0,0
397,34,Female,New York,57724,High School,19,Social Media,0.8412968878942729,2,12.381563866198436,8,1,0
398,34,Female,Houston,31166,Bachelor,9,Phone Call,0.6064254725025697,2,44.988101838584676,6,1,1
399,40,Other,New York,75468,Bachelor,4,Email,0.5456692342920477,7,27.034120820971303,8,1,1
400,21,Female,Houston,74473,Ph.D.,19,Email,0.9853916318912417,1,18.534476921466624,9,1,0
401,30,Other,New York,118133,Ph.D.,3,Social Media,0.35570008501923545,9,19.715876074655373,9,0,0
402,24,Female,Houston,65323,High School,19,Phone Call,0.21330133847687527,6,19.31280327463131,1,0,1
403,53,Other,New York,83307,Bachelor,5,Email,0.6687038022403738,2,46.88417778618787,9,0,1
404,60,Other,Chicago,37370,High School,5,Phone Call,0.5579553413622261,8,4.022309671794437,10,0,1
405,57,Female,New York,111778,Master,19,Email,0.5240369681040374,3,51.719608950203366,7,0,1
406,29,Female,Houston,93590,Bachelor,1,Email,0.21746423014325544,3,55.54750408295753,5,0,1
407,32,Other,Houston,42537,High School,16,Phone Call,0.658376786709791,0,8.908566515496751,3,1,1
408,37,Other,New York,85008,Master,5,Email,0.8751148874487104,6,22.07695253964572,7,1,0
409,41,Male,Los Angeles,82519,Bachelor,8,Phone Call,0.8336555724830086,3,5.310912431325583,9,0,0
410,43,Male,Houston,46165,Master,10,Email,0.3223375928608776,7,38.5654361593477,7,1,1
411,19,Male,Los Angeles,81779,Bachelor,7,Email,0.3916095334719173,2,37.55747879810551,9,1,0
412,34,Other,Chicago,34235,Ph.D.,16,Phone Call,0.04276872592084313,9,35.792460658170505,9,1,1
413,23,Male,Chicago,57884,High School,15,Phone Call,0.37329566013927007,1,9.789221561280531,6,0,0
414,39,Female,Los Angeles,95854,Bachelor,16,Email,0.2966022687401251,5,15.98643100061487,1,0,0
415,34,Male,Chicago,64990,High School,3,Social Media,0.3524913330481063,9,11.814763930653713,1,0,1
416,61,Male,New York,69238,Master,6,Phone Call,0.05984973257314197,9,53.226750130980825,6,0,1
417,40,Female,Los Angeles,91822,Master,2,Social Media,0.17299906632321738,6,24.134706757900684,6,1,0
418,32,Other,Chicago,62810,Master,8,Social Media,0.5171900527654505,0,8.707319850739761,6,1,1
419,65,Female,Houston,52508,High School,3,Phone Call,0.19963602249081958,10,13.368240005165568,8,0,1
420,38,Female,Chicago,42622,Bachelor,7,Phone Call,0.6450729997705292,7,25.106660119360413,5,1,1
421,63,Other,New York,66881,High School,13,Email,0.2920000756185064,10,17.283072238997374,3,0,1
422,43,Male,New York,45061,Ph.D.,10,Social Media,0.8972414036183233,6,1.8366556149524516,8,0,0
423,24,Female,New York,32129,High School,17,Social Media,0.546703287211321,9,54.80021631970407,3,1,1
424,32,Female,Los Angeles,116692,High School,14,Phone Call,0.8087697461085424,4,43.29901047119106,10,0,0
425,51,Female,Chicago,56547,High School,11,Phone Call,0.6920396853968085,4,43.82297605417293,2,0,1
426,44,Female,Chicago,78080,Bachelor,6,Phone Call,0.11191679408505129,10,11.549473274627521,5,1,0
427,36,Female,Chicago,35811,Ph.D.,9,Phone Call,0.6203988391881267,0,52.61228781210826,3,1,1
428,22,Female,Houston,69190,High School,10,Email,0.19185147235092015,10,6.745234814924002,9,0,0
429,46,Other,Chicago,63288,Master,5,Email,0.929153237451308,5,29.54197745520901,10,0,0
430,50,Other,Chicago,103277,Master,5,Phone Call,0.44152161150975044,10,46.93615413519332,10,0,1
431,19,Other,Los Angeles,98353,Ph.D.,9,Email,0.7415947974715728,3,25.29030130363351,3,1,0
432,24,Other,Houston,87318,High School,16,Phone Call,0.08144864482559633,8,30.934613234164324,3,1,1
433,42,Female,Houston,116076,Ph.D.,10,Email,0.6767259088226933,0,42.23902304366809,3,0,0
434,30,Female,New York,106520,High School,10,Phone Call,0.14735526920155617,7,31.68945894280584,1,1,1
435,63,Female,Chicago,34349,Master,2,Phone Call,0.7889299427859062,7,54.59251189787247,4,0,1
436,51,Male,New York,70395,Bachelor,10,Email,0.9230090969562798,2,7.373188780046576,2,0,1
437,48,Other,New York,32338,High School,19,Email,0.7331562232727669,8,15.211413173802162,10,0,0
438,24,Female,New York,60561,Bachelor,16,Phone Call,0.8026317851464131,3,52.890720877112294,3,0,1
439,64,Female,Los Angeles,48506,Master,5,Email,0.45707279622375896,7,32.673735534772284,5,0,1
440,24,Male,Houston,49244,Bachelor,10,Email,0.5191739490583945,10,7.504040493208926,2,0,0
441,22,Female,Houston,99571,Ph.D.,12,Phone Call,0.26876008826925135,2,7.851752123061813,2,0,1
442,45,Male,Houston,116146,High School,12,Email,0.8847538293866039,1,19.46954416440623,7,1,1
443,38,Male,Los Angeles,100730,High School,16,Phone Call,0.5876416790697536,3,54.43047049730645,9,0,1
444,20,Male,Houston,119358,High School,15,Email,0.3934603648327458,7,4.829082232977255,7,0,0
445,23,Other,Los Angeles,36994,Master,11,Phone Call,0.3894239482274978,5,27.8451844300601,2,1,0
446,41,Female,Los Angeles,107535,High School,10,Phone Call,0.862331371850006,6,23.394588973591986,1,0,0
447,40,Female,New York,38797,Ph.D.,1,Phone Call,0.3873342252891443,6,12.492086794520628,7,0,0
448,53,Other,New York,51503,Ph.D.,3,Phone Call,0.49215550381363893,9,32.51712673908682,2,0,0
449,45,Female,Chicago,74730,High School,3,Phone Call,0.9569816468645665,2,3.8445998993645802,10,1,0
450,41,Female,New York,84191,High School,3,Email,0.3269502346563766,5,11.975839642325441,1,0,0
451,64,Other,Houston,75900,High School,19,Email,0.3612855500902298,9,58.61214286381623,8,0,0
452,24,Other,Los Angeles,53933,Master,5,Social Media,0.8746589696146952,8,20.338988402330692,10,1,1
453,33,Male,Chicago,38149,High School,6,Social Media,0.5129443128447716,2,5.6790573679897065,10,0,0
454,19,Female,New York,39702,Bachelor,1,Phone Call,0.6867271964494477,5,51.331809944135166,8,0,0
455,33,Other,Los Angeles,105629,Master,10,Email,0.25460750607097404,6,45.1481616394572,6,0,1
456,52,Other,Los Angeles,41412,High School,19,Phone Call,0.5392932530630674,2,58.25918735045467,3,0,0
457,42,Female,Chicago,95975,Master,13,Email,0.12175778663705639,9,8.992217855529006,5,0,1
458,19,Other,New York,114527,High School,10,Social Media,0.2559609554389086,0,7.423005578269222,5,0,1
459,51,Male,Chicago,86615,Master,19,Email,0.3755680801316924,1,40.91643350552314,9,0,1
460,62,Male,Chicago,104218,High School,17,Email,0.05968573671228572,8,52.89017517496347,3,0,1
461,28,Male,New York,59154,High School,14,Phone Call,0.09727454929641255,2,5.990581683122809,1,0,0
462,41,Male,Chicago,77136,Master,16,Social Media,0.2375078076663274,6,9.915812087225593,4,1,0
463,27,Male,Houston,42761,Ph.D.,1,Email,0.2045138529634053,7,24.141876748475358,4,1,1
464,45,Male,New York,51024,Ph.D.,6,Phone Call,0.7505329464473568,6,51.87090144083732,9,1,0
465,52,Female,Chicago,119882,Bachelor,4,Social Media,0.8298288709190659,6,30.20974778926636,3,1,0
466,22,Other,Chicago,73308,Ph.D.,17,Email,0.459148639632718,6,38.245394888193054,1,0,0
467,24,Male,New York,59847,Bachelor,11,Phone Call,0.3395112551280314,9,28.808864348778197,7,0,0
468,20,Female,Chicago,53602,Ph.D.,10,Social Media,0.2787699111997879,1,7.852011240744517,3,1,0
469,60,Male,New York,83176,Master,15,Social Media,0.9067775225049579,4,0.23312196502202953,4,0,1
470,34,Male,Los Angeles,95368,Master,17,Social Media,0.38567597055657077,9,15.462875934300222,2,0,0
471,26,Male,Los Angeles,98000,High School,10,Email,0.1910168939111062,9,43.60367860814455,4,1,1
472,35,Other,Los Angeles,36144,Ph.D.,7,Phone Call,0.22264128568631314,3,41.254836858042765,7,0,0
473,55,Male,Los Angeles,87561,Ph.D.,5,Email,0.03206217239638498,5,44.52656152412454,10,1,0
474,24,Male,Los Angeles,86936,Master,10,Email,0.8427369054535422,10,14.15647091082552,10,1,0
475,54,Female,Chicago,116394,Bachelor,9,Email,0.22446347023144875,9,22.806920901842215,3,1,1
476,27,Other,New York,42884,Master,2,Email,0.44794512916349594,8,38.57209906674006,4,0,0
477,23,Other,New York,50455,Bachelor,16,Social Media,0.8327557888937515,7,47.226540573745545,4,1,0
478,28,Male,Chicago,68670,Ph.D.,1,Phone Call,0.5126157707487649,6,9.757057799032191,7,1,1
479,53,Female,Houston,46924,Ph.D.,3,Email,0.2787696144162124,5,22.386475672588183,5,0,1
480,38,Male,Chicago,74643,Master,18,Email,0.6438748166270202,8,12.41931084771839,10,0,0
481,49,Other,Houston,78865,Master,20,Social Media,0.5402900143026804,9,44.691222283942736,7,0,1
482,24,Other,Los Angeles,102075,Master,14,Social Media,0.5995940276323413,3,58.213753654573665,7,0,0
483,52,Other,Chicago,106245,Bachelor,10,Phone Call,0.5989758819108426,10,57.41076601139392,2,0,1
484,43,Female,Chicago,81557,Ph.D.,14,Phone Call,0.7848592470039832,3,43.17190153692432,7,0,0
485,40,Male,New York,65547,Master,19,Email,0.9379407901831673,6,43.1273952886128,10,0,0
486,31,Other,Chicago,73473,Master,17,Phone Call,0.29957598849795897,0,14.768262509779692,5,1,0
487,21,Other,New York,93858,High School,7,Social Media,0.2498536365993117,10,43.88969735793461,1,1,1
488,59,Male,Chicago,112174,Bachelor,19,Phone Call,0.032623193637739134,0,59.85208893492724,8,1,0
489,58,Male,Los Angeles,76260,Master,12,Phone Call,0.10608050270857938,1,4.64018763858705,9,1,1
490,54,Male,New York,35206,Ph.D.,9,Social Media,0.1491512629391616,6,46.210882834852555,3,1,1
491,59,Male,Los Angeles,92803,Bachelor,14,Social Media,0.8146984143490543,8,3.750185793659677,2,1,0
492,51,Female,Houston,46558,Bachelor,2,Email,0.059647007275709374,6,6.564046947812507,2,0,0
493,39,Other,Chicago,102872,Master,4,Social Media,0.41111210046905355,5,12.325486577561737,9,0,0
494,32,Female,Los Angeles,49364,Ph.D.,10,Email,0.76140100974747,2,3.865731779339905,4,1,0
495,50,Male,New York,96776,High School,5,Phone Call,0.3257812083320827,10,22.180721197661693,3,0,0
496,51,Male,Houston,99460,Bachelor,20,Email,0.6802016218703864,10,2.0890650396749355,3,0,1
497,18,Other,New York,71282,High School,4,Social Media,0.05144292416455254,3,0.911774138169128,8,1,0
498,50,Male,Chicago,113979,High School,16,Social Media,0.34620026105225044,1,17.751267615619902,1,0,0
499,27,Female,Los Angeles,68163,Master,14,Phone Call,0.33501602768129957,7,19.11265771272285,9,1,1
500,61,Female,New York,56943,Master,18,Email,0.865337078096262,5,5.4209449206288856,3,1,0
501,30,Other,New York,95324,High School,12,Social Media,0.3226188333307276,8,46.14786779620671,3,1,1
502,41,Female,Chicago,87352,Master,3,Phone Call,0.22679708614258154,8,52.912567119251506,7,0,0
503,27,Female,Chicago,33879,Ph.D.,11,Social Media,0.27406347045390966,6,35.33430626172316,3,1,0
504,59,Male,Los Angeles,101538,Ph.D.,5,Phone Call,0.551982875518462,5,17.349526151360802,6,0,0
505,24,Other,Los Angeles,48877,High School,20,Email,0.33628383654941085,7,20.726512101227954,6,1,1
506,21,Other,Houston,61664,Ph.D.,19,Phone Call,0.7514509870950724,4,2.129249080380693,8,1,0
507,29,Female,Chicago,34818,Bachelor,14,Email,0.02662340523945217,3,51.261467552351,10,0,1
508,18,Female,Chicago,91573,Bachelor,17,Social Media,0.08540394629318182,3,14.96665031322861,7,1,1
509,35,Other,New York,36307,Ph.D.,10,Email,0.36247103715978,9,56.31712269902854,1,0,0
510,48,Other,Los Angeles,47398,Ph.D.,13,Social Media,0.783318717008357,9,30.125841780344203,3,0,0
511,55,Female,Los Angeles,88967,Bachelor,15,Social Media,0.2267735022490034,2,22.99071456588722,1,1,0
512,19,Female,Houston,103653,Master,13,Email,0.3315723080842867,4,59.72128443661226,5,0,1
513,47,Female,Los Angeles,84157,High School,7,Email,0.5294027194052919,9,41.604132484619726,8,0,1
514,53,Male,Chicago,53897,High School,5,Email,0.6544620597939048,4,49.52951479798979,1,1,1
515,37,Male,Houston,36957,Bachelor,1,Email,0.3002520845365434,8,9.85302628470217,1,0,1
516,65,Other,Chicago,62691,Master,12,Phone Call,0.40410298858717475,3,47.23926928052842,5,0,0
517,37,Other,Los Angeles,108722,Bachelor,3,Social Media,0.25921025253956953,9,22.678691198919687,3,1,0
518,40,Male,Houston,38050,Bachelor,10,Social Media,0.41435143229227667,4,27.728056236450094,7,0,1
519,61,Female,Houston,73494,Ph.D.,10,Email,0.5913050274727759,4,20.903507883084984,1,0,0
520,62,Male,Chicago,85338,Ph.D.,6,Email,0.8304325757425276,1,37.344304548718405,8,0,1
521,57,Female,Houston,109548,Master,2,Phone Call,0.7547788427554821,9,53.789297315327914,9,1,1
522,39,Female,New York,35904,Master,9,Phone Call,0.2037147229200672,5,0.7027469248346452,4,1,0
523,59,Male,Los Angeles,44887,Master,12,Email,0.47737626315498227,9,28.51931907221709,6,0,0
524,63,Male,New York,33261,High School,15,Phone Call,0.6867452503107857,9,47.46833840742031,2,0,1
525,61,Female,Los Angeles,84989,Bachelor,10,Email,0.022653465461582867,8,56.937861883498414,9,1,1
526,21,Female,Houston,59363,Master,15,Email,0.2524391138693194,1,46.416365753324875,3,0,0
527,19,Male,Los Angeles,78194,Master,15,Phone Call,0.5962375373425585,10,53.74092175428301,3,1,0
528,37,Male,Houston,62508,High School,5,Social Media,0.9186728281018863,2,50.671160453773076,7,1,1
529,27,Female,Los Angeles,58625,Master,2,Email,0.6197241316375641,9,36.30371344867991,9,0,1
530,43,Female,Los Angeles,96748,High School,8,Social Media,0.6607397773081911,5,33.00385801161235,2,1,1
531,27,Female,Houston,113905,High School,5,Social Media,0.8669162879672316,4,58.528074484900124,7,1,0
532,29,Other,Houston,108316,Master,1,Phone Call,0.3080780596296465,10,18.132441325162702,3,0,0
533,22,Other,New York,107340,High School,14,Social Media,0.5058616933626816,9,53.74935358526065,8,0,1
534,37,Other,Los Angeles,46831,Master,16,Social Media,0.7164983689584463,3,17.082071780012576,4,0,0
535,41,Other,Houston,40456,High School,13,Phone Call,0.5740234626640043,1,14.942008692333113,8,1,0
536,41,Female,New York,33420,Master,12,Phone Call,0.5674334368908837,1,0.06680275150330983,4,0,0
537,42,Other,Los Angeles,36318,High School,2,Email,0.23691109898093665,0,49.30379867182201,7,0,0
538,37,Female,Houston,101796,Ph.D.,20,Phone Call,0.3798695996147169,10,59.01818346307311,3,0,0
539,51,Male,Chicago,88119,High School,2,Phone Call,0.5186097805213266,7,57.41777564639317,5,0,0
540,23,Female,Los Angeles,74178,Master,10,Social Media,0.5233429498067048,5,11.748214643025939,3,1,1
541,28,Other,Chicago,117425,Ph.D.,9,Social Media,0.13472512487524646,3,8.239657271492923,3,0,0
542,18,Female,Chicago,40312,Master,16,Social Media,0.3366656964856931,6,41.34510111133759,3,0,1
543,50,Female,Houston,79976,High School,8,Email,0.36217243044054537,4,57.686838283038014,4,0,1
